time,low,high,open,close,volume
2024-05-31 01:54:00,68341.42,68403.3,68341.44,68402.84,3.67229312
2024-05-31 01:55:00,68365.01,68402.78,68402.77,68376.49,1.85854561
2024-05-31 01:56:00,68363.57,68400.4,68373.67,68371.96,2.51848837
2024-05-31 01:57:00,68362.96,68430.92,68371.96,68416.92,5.05558135
2024-05-31 01:58:00,68398.78,68424.43,68416.91,68404.34,0.41018428
2024-05-31 01:59:00,68396.42,68426.18,68403.12,68426.15,2.2269114
2024-05-31 02:00:00,68414.03,68443.64,68426.09,68435.78,1.90726783
2024-05-31 02:01:00,68420.67,68452.7,68435.78,68425.58,4.7854739
2024-05-31 02:02:00,68419.33,68470.9,68425.58,68440.04,7.66115473
2024-05-31 02:03:00,68425.53,68439.87,68436.26,68434.52,0.72413212
2024-05-31 02:04:00,68434.72,68475.42,68434.72,68473.26,2.98083647
2024-05-31 02:05:00,68464.93,68497.49,68473.14,68483.43,1.48550173
2024-05-31 02:06:00,68473.73,68516.05,68483.43,68516.05,2.23114464
2024-05-31 02:07:00,68505.1,68537.66,68512.65,68533.64,3.7200284
2024-05-31 02:08:00,68489.45,68551.92,68537.66,68537.51,3.3170378
2024-05-31 02:09:00,68504.01,68557.66,68541.03,68525.84,2.04093108
2024-05-31 02:10:00,68489.56,68573.39,68522.97,68543.9,4.99534884
2024-05-31 02:11:00,68539.97,68599.99,68543.22,68595.21,2.88516922
2024-05-31 02:12:00,68553.6,68591.74,68591.74,68565.03,1.47132237
2024-05-31 02:13:00,68563.89,68613.01,68564.49,68569.27,2.56078149
2024-05-31 02:14:00,68569.27,68601.19,68569.27,68601.04,0.64902407
2024-05-31 02:15:00,68590.79,68630.93,68600.97,68619.88,5.95836188
2024-05-31 02:16:00,68590.6,68656.86,68613.65,68645.96,6.57128833
2024-05-31 02:17:00,68602.37,68652.51,68645.98,68652.51,2.30602944
2024-05-31 02:18:00,68612.63,68673.47,68655.1,68651.86,2.60488877
2024-05-31 02:19:00,68627.95,68657.18,68653.33,68655.71,0.59598325
2024-05-31 02:20:00,68645.52,68715.1,68655.71,68678.95,12.55171594
2024-05-31 02:21:00,68627.39,68680.26,68675.06,68640.64,9.3774161
2024-05-31 02:22:00,68630.32,68644.32,68640.64,68630.32,0.80262522
2024-05-31 02:23:00,68585.82,68634.36,68634.36,68592.96,5.92089225
2024-05-31 02:24:00,68569.27,68607.56,68601.09,68572.0,1.09663576
2024-05-31 02:25:00,68527.07,68571.29,68569.27,68550.68,1.73576289
2024-05-31 02:26:00,68545.63,68572.78,68550.39,68562.5,1.38313
2024-05-31 02:27:00,68558.95,68569.3,68562.41,68568.68,0.34551025
2024-05-31 02:28:00,68500.0,68569.72,68569.22,68500.07,3.55853447
2024-05-31 02:29:00,68500.0,68505.33,68500.07,68501.46,1.35039863
2024-05-31 02:30:00,68500.0,68503.36,68500.41,68501.41,0.3925165
2024-05-31 02:31:00,68500.0,68503.36,68501.41,68500.0,1.57268372
2024-05-31 02:32:00,68500.0,68509.22,68500.0,68506.47,1.56211774
2024-05-31 02:33:00,68470.22,68506.9,68506.47,68474.05,2.45503661
2024-05-31 02:34:00,68466.5,68509.53,68474.05,68509.53,3.55900039
2024-05-31 02:35:00,68508.37,68524.35,68509.53,68523.87,1.11644769
2024-05-31 02:36:00,68520.21,68531.49,68523.55,68531.49,0.63381727
2024-05-31 02:37:00,68530.73,68540.25,68531.49,68538.08,1.63268376
2024-05-31 02:38:00,68532.63,68541.61,68533.37,68540.08,0.45822188
2024-05-31 02:39:00,68532.88,68544.81,68540.08,68542.09,1.82130723
2024-05-31 02:40:00,68538.21,68548.59,68541.58,68542.98,1.02856504
2024-05-31 02:41:00,68543.5,68552.15,68548.25,68550.1,1.55459992
2024-05-31 02:42:00,68550.0,68574.55,68550.1,68574.55,1.00154174
2024-05-31 02:43:00,68566.11,68583.25,68571.51,68573.0,2.19028356
2024-05-31 02:44:00,68564.88,68573.01,68573.0,68567.1,2.14077511
2024-05-31 02:45:00,68562.38,68571.65,68567.17,68569.32,0.70834976
2024-05-31 02:46:00,68518.06,68570.04,68568.47,68519.29,2.94039685
2024-05-31 02:47:00,68468.09,68517.74,68517.65,68483.1,2.54767504
2024-05-31 02:48:00,68486.08,68499.58,68487.16,68493.95,0.62843029
2024-05-31 02:49:00,68485.23,68504.44,68493.86,68496.74,2.23357174
2024-05-31 02:50:00,68488.62,68509.96,68496.74,68489.57,2.23680925
2024-05-31 02:51:00,68489.45,68498.4,68492.46,68491.46,0.89101921
2024-05-31 02:52:00,68487.92,68501.25,68489.88,68498.23,1.54012415
2024-05-31 02:53:00,68487.94,68509.96,68495.18,68501.52,1.25034816
2024-05-31 02:54:00,68490.0,68509.96,68506.44,68497.91,2.5481765
2024-05-31 02:55:00,68492.34,68500.0,68497.23,68496.55,0.94067708
2024-05-31 02:56:00,68488.09,68496.55,68496.55,68496.47,0.79112912
2024-05-31 02:57:00,68492.91,68507.88,68495.0,68505.25,1.88677082
2024-05-31 02:58:00,68502.74,68511.33,68505.25,68511.33,0.81844188
2024-05-31 02:59:00,68509.83,68524.61,68510.42,68512.31,1.3392212
2024-05-31 03:00:00,68512.22,68544.03,68512.22,68533.08,1.75532367
2024-05-31 03:01:00,68507.21,68535.94,68531.09,68508.11,1.33668345
2024-05-31 03:02:00,68503.08,68514.14,68510.41,68509.36,1.42708194
2024-05-31 03:03:00,68497.58,68510.8,68509.35,68502.14,2.48512342
2024-05-31 03:04:00,68496.65,68511.83,68501.39,68506.98,1.93256051
2024-05-31 03:05:00,68501.83,68510.35,68506.97,68502.16,1.63848348
2024-05-31 03:06:00,68500.0,68508.43,68501.83,68508.03,1.13696791
2024-05-31 03:07:00,68500.14,68507.93,68507.93,68505.35,1.51315727
2024-05-31 03:08:00,68492.57,68519.06,68505.35,68504.06,12.24167987
2024-05-31 03:09:00,68499.72,68506.26,68504.07,68506.15,1.02072197
2024-05-31 03:10:00,68500.54,68508.38,68505.36,68507.09,0.91858793
2024-05-31 03:11:00,68484.29,68507.14,68507.09,68489.12,2.91944281
2024-05-31 03:12:00,68489.12,68497.23,68489.12,68497.07,1.03572583
2024-05-31 03:13:00,68490.19,68497.28,68497.07,68493.32,1.17747074
2024-05-31 03:14:00,68486.85,68508.9,68493.32,68492.41,5.24394072
2024-05-31 03:15:00,68489.16,68494.09,68492.41,68493.69,1.21483007
2024-05-31 03:16:00,68484.26,68508.71,68493.69,68496.8,5.50329312
2024-05-31 03:17:00,68478.39,68497.11,68496.8,68480.36,2.32262335
2024-05-31 03:18:00,68469.58,68482.79,68480.35,68480.53,3.08972943
2024-05-31 03:19:00,68465.86,68484.36,68480.54,68475.1,2.53376378
2024-05-31 03:20:00,68471.9,68478.41,68475.1,68474.39,1.21160329
2024-05-31 03:21:00,68473.93,68489.08,68473.93,68482.38,2.4241216
2024-05-31 03:22:00,68473.96,68500.58,68482.56,68488.82,4.21612526
2024-05-31 03:23:00,68488.76,68495.46,68488.82,68495.46,0.73319012
2024-05-31 03:24:00,68478.18,68506.7,68495.46,68488.73,17.24992441
2024-05-31 03:25:00,68486.2,68494.3,68490.04,68489.87,1.59188258
2024-05-31 03:26:00,68465.59,68489.87,68489.86,68472.13,4.15379782
2024-05-31 03:27:00,68473.62,68480.04,68473.69,68479.58,1.9352456
2024-05-31 03:28:00,68475.6,68500.57,68479.26,68494.68,2.80483398
2024-05-31 03:29:00,68471.79,68495.0,68494.32,68476.08,3.40845485
2024-05-31 03:30:00,68455.52,68480.22,68473.54,68477.98,3.04012801
2024-05-31 03:31:00,68477.98,68488.82,68477.98,68488.57,1.20337743
2024-05-31 03:32:00,68475.62,68488.57,68488.56,68488.57,1.02939414
2024-05-31 03:33:00,68475.09,68497.84,68488.57,68488.59,2.83273426
2024-05-31 03:34:00,68488.65,68497.68,68492.6,68497.4,1.44388884
2024-05-31 03:35:00,68497.4,68534.11,68497.4,68531.57,2.53993344
2024-05-31 03:36:00,68512.01,68544.49,68531.58,68544.49,1.32082088
2024-05-31 03:37:00,68532.01,68567.09,68544.49,68536.44,5.45685054
2024-05-31 03:38:00,68536.44,68560.33,68536.44,68551.36,1.67272831
2024-05-31 03:39:00,68513.23,68551.32,68551.0,68525.24,14.65880905
2024-05-31 03:40:00,68517.0,68526.58,68525.81,68523.48,1.09128725
2024-05-31 03:41:00,68513.19,68548.52,68523.48,68538.48,3.16261165
2024-05-31 03:42:00,68530.51,68552.58,68538.48,68531.42,1.41332967
2024-05-31 03:43:00,68531.42,68569.4,68531.42,68563.56,3.68016242
2024-05-31 03:44:00,68553.62,68567.46,68557.51,68567.45,0.95815084
2024-05-31 03:45:00,68545.94,68607.55,68567.44,68607.07,9.34666911
2024-05-31 03:46:00,68557.4,68606.39,68603.71,68601.09,5.91408109
2024-05-31 03:47:00,68601.56,68609.73,68601.56,68609.72,1.42934181
2024-05-31 03:48:00,68583.57,68614.5,68609.71,68603.27,2.1124051
2024-05-31 03:49:00,68563.96,68603.46,68603.27,68580.81,2.79288616
2024-05-31 03:50:00,68560.87,68589.13,68580.39,68588.16,2.09852635
2024-05-31 03:51:00,68580.17,68598.84,68588.15,68598.84,1.46033991
2024-05-31 03:52:00,68592.98,68607.12,68598.83,68598.14,2.75000049
2024-05-31 03:53:00,68586.21,68601.87,68596.06,68594.43,1.5698867
2024-05-31 03:54:00,68571.62,68593.09,68592.96,68575.85,1.89302365
2024-05-31 03:55:00,68562.38,68581.61,68575.86,68570.48,3.07615954
2024-05-31 03:56:00,68529.04,68570.47,68570.47,68541.21,2.76135308
2024-05-31 03:57:00,68505.64,68556.05,68541.22,68525.08,10.36894994
2024-05-31 03:58:00,68514.57,68530.08,68525.08,68514.57,1.80875404
2024-05-31 03:59:00,68508.83,68518.06,68514.57,68516.49,1.47861627
2024-05-31 04:00:00,68516.6,68553.38,68516.6,68552.79,2.24220407
2024-05-31 04:01:00,68552.79,68571.34,68552.79,68566.65,1.89271686
2024-05-31 04:02:00,68566.65,68579.83,68566.75,68579.41,1.37475368
2024-05-31 04:03:00,68579.41,68597.69,68579.41,68589.38,3.18825962
2024-05-31 04:04:00,68589.39,68615.91,68589.39,68613.31,2.90569979
2024-05-31 04:05:00,68607.76,68629.69,68613.25,68628.67,1.88524791
2024-05-31 04:06:00,68616.98,68633.92,68628.67,68629.98,1.68489676
2024-05-31 04:07:00,68576.33,68639.57,68629.96,68579.61,6.00204702
2024-05-31 04:08:00,68578.41,68592.08,68579.69,68580.24,0.82857742
2024-05-31 04:09:00,68579.29,68594.75,68585.33,68594.75,2.7018353
2024-05-31 04:10:00,68586.33,68610.56,68594.75,68610.56,1.71066317
2024-05-31 04:11:00,68610.55,68634.1,68610.55,68626.09,2.86130113
2024-05-31 04:12:00,68626.08,68634.55,68626.09,68632.92,1.32851978
2024-05-31 04:13:00,68586.08,68632.91,68632.91,68602.1,4.90838814
2024-05-31 04:14:00,68599.62,68616.47,68599.62,68613.32,2.18443267
2024-05-31 04:15:00,68603.83,68631.55,68610.2,68604.38,3.39765066
2024-05-31 04:16:00,68595.12,68607.79,68603.83,68604.78,2.57360645
2024-05-31 04:17:00,68595.27,68607.99,68604.78,68601.56,1.55064124
2024-05-31 04:18:00,68590.96,68600.99,68598.44,68592.13,2.21219364
2024-05-31 04:19:00,68557.18,68595.77,68595.77,68569.47,5.14267231
2024-05-31 04:20:00,68544.61,68571.2,68569.47,68558.15,2.48895915
2024-05-31 04:21:00,68535.8,68564.26,68558.15,68564.26,3.35799342
2024-05-31 04:22:00,68563.89,68578.95,68563.89,68576.1,2.2688485
2024-05-31 04:23:00,68572.39,68579.89,68576.1,68575.49,2.00311685
2024-05-31 04:24:00,68549.54,68575.57,68575.49,68565.74,2.51145788
2024-05-31 04:25:00,68531.83,68565.73,68565.73,68533.04,2.33963952
2024-05-31 04:26:00,68506.06,68533.1,68533.1,68506.06,2.00415377
2024-05-31 04:27:00,68506.06,68521.9,68506.06,68515.52,0.94864847
2024-05-31 04:28:00,68508.95,68514.67,68514.67,68511.34,2.75125731
2024-05-31 04:29:00,68489.88,68511.33,68511.33,68504.45,2.12680196
2024-05-31 04:30:00,68496.14,68513.94,68504.46,68499.92,2.51618868
2024-05-31 04:31:00,68475.69,68499.92,68499.92,68482.94,1.22872085
2024-05-31 04:32:00,68475.3,68483.92,68483.76,68478.26,1.37227532
2024-05-31 04:33:00,68478.26,68487.97,68478.26,68485.67,0.78422126
2024-05-31 04:34:00,68454.54,68488.94,68485.66,68458.42,4.29501979
2024-05-31 04:35:00,68452.41,68482.54,68458.41,68478.58,2.9170398
2024-05-31 04:36:00,68465.39,68480.24,68478.58,68470.56,1.17792735
2024-05-31 04:37:00,68459.49,68476.78,68470.56,68470.21,1.44644241
2024-05-31 04:38:00,68472.47,68492.16,68472.47,68488.52,1.05917132
2024-05-31 04:39:00,68488.51,68492.15,68488.52,68492.15,0.53113434
2024-05-31 04:40:00,68492.14,68507.06,68492.15,68499.98,1.77384019
2024-05-31 04:41:00,68497.15,68506.66,68499.98,68501.21,1.71775953
2024-05-31 04:42:00,68500.87,68506.66,68501.21,68503.67,0.36679518
2024-05-31 04:43:00,68503.66,68521.41,68503.67,68521.41,0.81524887
2024-05-31 04:44:00,68505.69,68531.06,68521.41,68521.47,2.2247235
2024-05-31 04:45:00,68521.46,68537.17,68521.47,68537.17,1.74951382
2024-05-31 04:46:00,68527.75,68537.17,68537.16,68535.3,0.92183806
2024-05-31 04:47:00,68535.29,68554.0,68535.3,68554.0,2.9336257
2024-05-31 04:48:00,68535.35,68555.23,68555.23,68536.88,2.38332567
2024-05-31 04:49:00,68535.37,68564.92,68536.87,68562.62,3.90923975
2024-05-31 04:50:00,68535.29,68562.62,68562.62,68535.29,1.78924452
2024-05-31 04:51:00,68528.34,68536.53,68535.3,68528.79,2.30438294
2024-05-31 04:52:00,68527.0,68529.8,68528.82,68527.43,1.03496241
2024-05-31 04:53:00,68495.79,68527.43,68527.03,68500.49,4.12368407
2024-05-31 04:54:00,68471.9,68517.96,68500.48,68472.86,5.07094639
2024-05-31 04:55:00,68460.0,68475.39,68475.39,68463.35,2.81528077
2024-05-31 04:56:00,68464.53,68498.15,68465.49,68496.83,1.54423279
2024-05-31 04:57:00,68496.82,68506.65,68496.83,68505.17,1.01536223
2024-05-31 04:58:00,68470.0,68502.59,68498.85,68492.55,5.50007015
2024-05-31 04:59:00,68492.53,68504.44,68492.55,68498.49,1.33271404
2024-05-31 05:00:00,68471.48,68498.49,68498.49,68481.87,2.77600223
2024-05-31 05:01:00,68476.38,68493.7,68481.86,68478.52,4.57088501
2024-05-31 05:02:00,68475.19,68478.32,68477.27,68478.31,0.30682849
2024-05-31 05:03:00,68470.0,68482.76,68478.31,68471.5,1.37392745
2024-05-31 05:04:00,68432.78,68474.54,68474.54,68434.73,4.47912746
2024-05-31 05:05:00,68385.27,68443.96,68433.63,68393.35,3.07512311
2024-05-31 05:06:00,68362.62,68391.04,68391.04,68362.63,1.27588236
2024-05-31 05:07:00,68362.62,68414.28,68362.62,68406.4,1.53506382
2024-05-31 05:08:00,68397.53,68414.28,68404.75,68414.28,1.22686726
2024-05-31 05:09:00,68414.28,68430.18,68414.28,68421.29,3.175279
2024-05-31 05:10:00,68416.34,68438.74,68421.63,68438.74,1.29796649
2024-05-31 05:11:00,68438.74,68471.87,68438.74,68468.61,1.65994639
2024-05-31 05:12:00,68461.14,68480.08,68466.88,68479.57,0.32512063
2024-05-31 05:13:00,68446.0,68485.4,68479.56,68463.87,3.06174599
2024-05-31 05:14:00,68449.1,68467.62,68463.86,68453.14,1.59138451
2024-05-31 05:15:00,68403.82,68449.4,68449.4,68403.82,1.36210252
2024-05-31 05:16:00,68360.15,68402.5,68402.5,68360.5,4.10625832
2024-05-31 05:17:00,68341.13,68364.62,68360.5,68364.07,3.01509675
2024-05-31 05:18:00,68338.0,68363.57,68363.57,68338.19,3.8000918
2024-05-31 05:19:00,68336.61,68357.86,68338.19,68357.86,2.97129769
2024-05-31 05:20:00,68346.1,68368.73,68357.86,68356.26,2.1407016
2024-05-31 05:21:00,68356.26,68393.05,68356.26,68361.07,2.7701249
2024-05-31 05:22:00,68324.35,68359.47,68359.47,68329.49,3.09956455
2024-05-31 05:23:00,68314.7,68330.16,68329.54,68315.19,0.69521721
2024-05-31 05:24:00,68289.17,68320.66,68314.89,68295.35,2.52829518
2024-05-31 05:25:00,68269.16,68307.05,68295.35,68299.33,9.87710976
2024-05-31 05:26:00,68280.53,68314.63,68296.5,68314.63,7.19391665
2024-05-31 05:27:00,68314.63,68348.72,68314.63,68333.19,4.29187608
2024-05-31 05:28:00,68321.03,68365.1,68333.12,68359.12,0.76263776
2024-05-31 05:29:00,68356.59,68363.66,68359.1,68363.66,0.68144715
2024-05-31 05:30:00,68316.86,68363.66,68363.65,68321.0,1.81386351
2024-05-31 05:31:00,68317.54,68341.13,68321.01,68318.23,0.30725541
2024-05-31 05:32:00,68298.52,68326.95,68318.23,68299.3,1.41246961
2024-05-31 05:33:00,68276.22,68308.12,68299.3,68281.48,0.42361546
2024-05-31 05:34:00,68281.64,68311.06,68281.64,68311.06,0.41151207
2024-05-31 05:35:00,68297.51,68316.63,68309.49,68315.54,4.36117143
2024-05-31 05:36:00,68297.39,68330.8,68315.54,68301.99,1.79344002
2024-05-31 05:37:00,68296.53,68307.22,68301.98,68307.22,0.43508384
2024-05-31 05:38:00,68298.27,68308.44,68307.33,68308.1,0.53235884
2024-05-31 05:39:00,68305.69,68318.0,68308.1,68309.73,0.51557279
2024-05-31 05:40:00,68306.18,68335.75,68309.73,68334.16,5.59640357
2024-05-31 05:41:00,68334.15,68354.46,68334.15,68353.32,0.15130643
2024-05-31 05:42:00,68353.89,68401.72,68353.89,68393.66,1.98105567
2024-05-31 05:43:00,68384.22,68402.45,68391.95,68393.61,1.87870864
2024-05-31 05:44:00,68379.75,68392.93,68392.92,68380.63,1.798621
2024-05-31 05:45:00,68370.98,68402.22,68380.54,68395.97,1.22451358
2024-05-31 05:46:00,68370.98,68397.6,68396.6,68372.31,0.95598352
2024-05-31 05:47:00,68357.0,68372.31,68372.31,68357.01,0.6857598
2024-05-31 05:48:00,68357.76,68389.48,68358.4,68380.38,1.75546972
2024-05-31 05:49:00,68383.37,68408.6,68383.37,68401.51,5.83049657
2024-05-31 05:50:00,68380.06,68402.63,68401.51,68386.68,15.87569227
2024-05-31 05:51:00,68379.29,68389.19,68386.68,68384.55,1.35772339
2024-05-31 05:52:00,68362.23,68405.0,68384.55,68363.95,11.79578694
2024-05-31 05:53:00,68350.39,68368.64,68363.95,68362.45,5.33297859
2024-05-31 05:54:00,68360.22,68379.86,68362.45,68379.86,1.32173734
2024-05-31 05:55:00,68379.86,68435.74,68379.86,68419.14,6.02450598
2024-05-31 05:56:00,68420.73,68444.12,68420.8,68437.45,3.82507524
2024-05-31 05:57:00,68418.83,68451.04,68437.07,68418.84,1.75442583
2024-05-31 05:58:00,68414.88,68442.66,68418.84,68441.71,3.40673734
